,adding a panel.txt,adding panel using javascript.txt,bookmarks links.txt,bookmarks manager.txt,character style printing.txt,CSS2 page printing.txt,cursor icon.txt,customizing panels.txt,Default Panels.txt,default width.txt,deleting a panel.txt,deleting all panels.txt,dragging a folder from the desktop.txt,dragging a helper-application file from the desktop.txt,dragging a large image (stress).txt,dragging a text file from the desktop.txt,dragging an image onto the desktop.txt,dragging content to a dialog.txt,dragging from manage bookmarks menu to personal toolbar.txt,dragging from the Find File window.txt,dragging image files from the desktop.txt,dragging images across browser windows.txt,dragging into a frame-set page.txt,dragging into an editor window.txt,dragging invalid items from the desktop.txt,dragging items from the Bookmark Manager.txt,dragging items to the Bookmark Manager.txt,dragging onto the application icon.txt,dragging shortcuts from the desktop.txt,dragging the proxy icon on to the Desktop.txt,dragging the proxy icon.txt,dragging URL to an AIM window.txt,dragging URLs across browser windows.txt,dragging URLs onto the desktop.txt,header_footer printing.txt,HTML 4.0 page printing.txt,listing available local panels.txt,listing available remote panels.txt,maximum width.txt,mouse over panels.txt,Mozillazine result page printing.txt,non-default width.txt,offline printing.txt,open-close of sidebar.txt,order and panel list saving.txt,page setup (Mac only).txt,panel title.txt,paragraph style printing.txt,portrait and landscape settings.txt,previewing panels before addition.txt,print preview.txt,printing frames.txt,printing HTML widgets.txt,printing images.txt,printing large pages.txt,printing lists.txt,printing page source.txt,printing pages in different formats.txt,printing pages with alignment.txt,printing pages with indentation.txt,printing range.txt,printing web pages.txt,reading a panel.txt,reordering panels.txt,table printing.txt,unselecting panel.txt,verifying that nothing changes when you cancel.txt,What's Related links.txt,What's Related lists.txt,XML test page.txt
print preview.txt,0.11595056623572442,0.11864741596910733,0.09573643822904554,0.11210802611271442,0.07226578677775575,0.15625164456726182,0.15611913038672298,0.11723751028958196,0.12612963224160267,0.16550585118668626,0.12073410471659562,0.12410772830118988,0.17249512595315608,0.15637419064457603,0.18170635985152506,0.13726507283324296,0.1976012561360928,0.1366916567811136,0.09832095559416809,0.13505115823954728,0.1457516228712069,0.17351913447758072,0.1874310211620941,0.14678128661134393,0.16536336268916996,0.1672765313989859,0.16320798724325647,0.16256166858991195,0.184460911143841,0.13994120134778698,0.15853487983617154,0.1565343354002794,0.14356797889711548,0.13782781456352589,0.12220669531631767,0.07338994273722343,0.13085254921207756,0.2280125452849323,0.1577584793901149,0.18774832909527628,0.08655698314257332,0.11872209275588064,0.11372287781985635,0.13135111744933392,0.11265928246911061,0.12031126266540959,0.11258230380638601,0.07531587343354318,0.09912198341051881,0.12078019442212928,0.0,0.05408773678270451,0.06130962820030206,0.15722365754113954,0.08252572467355568,0.0670436621641809,0.05861747309826004,0.062081975410942736,0.05942709207580976,0.05352822844100624,0.10668634088231044,0.07470252838471814,0.12413516647803258,0.10445132823555558,0.08844011570462063,0.15989267571058496,0.10610551276542102,0.09529183429401789,0.14614450005482071,0.0690844411548357
printing frames.txt,0.09022911020189783,0.10939583570544287,0.10286523284758708,0.10846330028781326,0.043502947740732045,0.14700451777704993,0.14184949811775172,0.08812828011201446,0.09645404778680589,0.1328409011001649,0.09225361746870797,0.092660181304698,0.14150075042547894,0.13013655371930644,0.1468469467665301,0.11933801358756235,0.17308846645719367,0.1057898814020003,0.09214917903469488,0.11520487012462888,0.13470854350930916,0.14900365509790625,0.12273948150214986,0.10556797778338722,0.12350597913382433,0.1329645745521758,0.14247090635068216,0.1361213678377261,0.1851903984437424,0.11722973002647474,0.13074299975369696,0.12626183928945933,0.11409032440084121,0.11128835556493855,0.06519882004091093,0.039004354796023044,0.10393975428629243,0.18742811938658188,0.1460720550557708,0.16080399334451356,0.04507296741154432,0.10136887026887709,0.08307491412406187,0.127985819921709,0.0935545474167736,0.09448896535279672,0.09980574074938942,0.04365256807347384,0.044724487839959304,0.11604534247724618,0.05408773678270451,0.0,0.03710350280746866,0.13967668665042332,0.040060182440831094,0.04013743366322575,0.028026997929298303,0.019998581063347176,0.016385280678657632,0.019152967300372414,0.05601260049531598,0.049076462328727644,0.08466684525372792,0.09228269282896673,0.05964622740205727,0.17054671846096092,0.09000583319431987,0.09010289523525605,0.1320827280104636,0.04512886064801924
printing HTML widgets.txt,0.08395280929143145,0.08130602426892042,0.085040324188697,0.0900704328032943,0.05737655837145872,0.12767595237916674,0.13316223990168996,0.10064249049707352,0.1052245982223382,0.12139089865275321,0.09686591084613971,0.09760585860594406,0.14934381734697433,0.1434210668492858,0.1607250117182908,0.11410011151026822,0.18377425389039415,0.11532306877612919,0.08665407957114968,0.1275757027314639,0.13487892773575938,0.1631196986204284,0.1848396429191721,0.12177080472005253,0.13152646000560808,0.13439253848821453,0.1526502442678056,0.13826094693901736,0.16376721150955798,0.11206699806964138,0.13449884486876174,0.15517549549997656,0.13452541689606123,0.12373681985331164,0.07589417349386418,0.03454064265088175,0.10348573123199745,0.20836189130102345,0.14076835079413985,0.16841542432436485,0.052221620695178994,0.09783126288653088,0.0858818588746082,0.1267348607345561,0.10468615695404782,0.09091286985595137,0.09172459330333838,0.057750349399529055,0.06167710352253908,0.11401685214325818,0.06130962820030206,0.03710350280746866,0.0,0.14596490649307514,0.05078265036287455,0.046808739690242684,0.029445801714345743,0.029555103576444863,0.029498927681639975,0.029364768273669628,0.06700459196532038,0.05171794814867281,0.09643931660548266,0.10326083755601279,0.0673155674964252,0.14213931689393744,0.10064882645889728,0.09345488242477173,0.13108531906071008,0.0352194642773469
printing images.txt,0.17291416842953367,0.203627640363782,0.19773415252451332,0.2216980773825843,0.13510791797394117,0.2072304978633912,0.1931553127547866,0.16700722158242454,0.19263994449612165,0.25116161793404257,0.16694590849660917,0.1734139417420817,0.17776207485546414,0.16621809241587826,0.11152491308683543,0.20983517091439818,0.09016727276622793,0.15662908802779119,0.18209650724182047,0.15112623209997955,0.12449170143526356,0.12552964137850375,0.1856413906380654,0.15150746749166877,0.15748619745809578,0.1476774417144061,0.15826779528606316,0.15829298514504164,0.18746094818794812,0.1680691124457192,0.19174155048640207,0.2226217667114565,0.1391784572511573,0.13897707150086325,0.1548058676561722,0.12168039419671439,0.18348839970340802,0.2480998265644272,0.24797977774321234,0.24334689359012296,0.1521384626748935,0.1910848736519697,0.13028146516373518,0.18440611864958134,0.1775304089451386,0.1777689777339846,0.1994705267085718,0.14155453927179396,0.14706567081177846,0.1816531394251103,0.15722365754113954,0.13967668665042332,0.14596490649307514,0.0,0.12917730195238275,0.10895690118455292,0.12382817803807955,0.12091895013939113,0.1450197557126771,0.14687820145119224,0.12926897877958887,0.14052851912565478,0.1667401388726364,0.17269341733351806,0.13054427619327125,0.2610164948428423,0.17325984227204994,0.1822727789965326,0.21102998246011073,0.11337404608933455
printing large pages.txt,0.10081973656078091,0.12686768926555358,0.11010907015623217,0.10910311390441241,0.04105033517679202,0.13540412541058688,0.13518404264074335,0.09617609488723144,0.08049071132477614,0.12659916900113544,0.0889225162458177,0.09233486389132106,0.12680515469503384,0.10001364382689226,0.1311016660295341,0.1219203622358862,0.14080948222837453,0.0845745326513373,0.07854212828061424,0.09436703293959314,0.12405248726832285,0.12761640236786276,0.12454274489471429,0.0929544523732081,0.09649772693205594,0.1046904095544382,0.10990390727387234,0.1197840308412732,0.16364950479134344,0.08476854890363172,0.10631241568155869,0.0937172644183244,0.09322212561439713,0.07275350441910933,0.07488974549150695,0.03989172042126177,0.08615552389895986,0.1585762442767359,0.15913688531300585,0.15423564617735763,0.041114314496784155,0.09232883325828822,0.07582704566572762,0.12170748976418988,0.09931871944864046,0.09592859084291439,0.1133004175935195,0.04012662578737569,0.0587129271269472,0.1320295058548393,0.08252572467355568,0.040060182440831094,0.05078265036287455,0.12917730195238275,0.0,0.041223607497983705,0.030329678301435847,0.039404118626731766,0.04277446554405451,0.05012810224205,0.04764944345737998,0.046381915098713256,0.07034205189666964,0.09977231270368214,0.05144504881815404,0.19363781202119779,0.09210372829211777,0.08251139827452003,0.10396053170973907,0.0446396870655974
printing lists.txt,0.10466876018679583,0.12498200547669469,0.10951892191846935,0.11651468150010036,0.031021027002765877,0.13335233742878538,0.14330697036688778,0.10549816977756588,0.07823593993225997,0.14543852563100035,0.10026058902247714,0.10703203370623326,0.1370409443288778,0.12134200393216832,0.15401625223271553,0.12144137481401684,0.15008653931608273,0.10982867700799603,0.09635120435816624,0.11257477086774614,0.13042298751246006,0.14792895682439144,0.16361786505908305,0.12233841823050062,0.12152077158717667,0.11795985552949251,0.13786437886086345,0.13697337474968285,0.1745294392628124,0.11238765900274417,0.13549608672590507,0.13260974572357964,0.12319411947433379,0.1110523938672856,0.07045835561737857,0.03371736757179422,0.08174794247373307,0.17520520074967227,0.16201952280995313,0.16288304279548282,0.04090229009958324,0.10999237079843383,0.05881859685428892,0.13274520885334729,0.10380797677945197,0.08727180110931365,0.10100549135627912,0.03373983681994186,0.07212327024704734,0.1343409183887645,0.0670436621641809,0.04013743366322575,0.046808739690242684,0.10895690118455292,0.041223607497983705,0.0,0.02811377597585707,0.025678074266815787,0.037038347251475257,0.0416406569876856,0.059653151243039826,0.04027305148192395,0.08566206053346748,0.10404703248534031,0.04096239563238269,0.16786294785966194,0.09919203782839481,0.08621557730923579,0.10527578421304762,0.03306431626272088
printing page source.txt,0.07363461396795801,0.10664958441799532,0.09404181288100344,0.10409746261274133,0.034926382980057236,0.12525962064728613,0.12971804405959064,0.07367555605683263,0.07989262186495005,0.12161597686804393,0.07360774371950829,0.07523223070636953,0.12437223134524422,0.11036301320516229,0.1306443546787288,0.1100767208436535,0.1524658670231942,0.10178342980572141,0.08084687788559186,0.09431455285332069,0.11644880623680409,0.12387842399871296,0.1352206919156913,0.09432323622434824,0.10231595534108728,0.11265983054501494,0.1324417099589712,0.12192010947542575,0.1499487961288637,0.09271992130528584,0.10673740840590129,0.13013829135171706,0.09250183851233507,0.09234862811689315,0.06962302736736703,0.03387094224032372,0.0715674001976282,0.16974477026599422,0.15480751829622819,0.15028335814880167,0.034590080798834744,0.08116088132697308,0.05447139551740732,0.1165368902260494,0.08173261744947669,0.06937297102573337,0.08456178626431288,0.036527316866911574,0.044699966796267865,0.09601002833187722,0.05861747309826004,0.028026997929298303,0.029445801714345743,0.12382817803807955,0.030329678301435847,0.02811377597585707,0.0,0.02018638464939637,0.029964705660392887,0.030604576450198984,0.044817821180685447,0.049443435008792336,0.06592459673804141,0.08089066935980271,0.039688428358695016,0.15950383415020752,0.07622038107491069,0.07453794816257908,0.11246744968285882,0.037757538379276645
printing pages in different formats.txt,0.1036780203265859,0.11865008350553952,0.11838326540126576,0.12273848915933261,0.039397284672064936,0.13290931449059906,0.1475161719722361,0.10765902881560485,0.10229544528517753,0.13771369457059435,0.1080551737481078,0.1104098383384925,0.14159793309201496,0.12514146433627804,0.1528996458720373,0.10719687426544944,0.16234593459289215,0.10818278739677212,0.10681811273186548,0.12460894717221294,0.12270241681974337,0.15665354773098628,0.158623605531112,0.12026446726587092,0.12148355912594155,0.12882784031564698,0.1490784768597203,0.13670578373693165,0.178764263057009,0.12873873626212373,0.152833020581994,0.1532160775370054,0.13179286297614423,0.12065635321488322,0.06722960410270762,0.03059555012959414,0.10798876385334122,0.19978316068352187,0.16100527086161975,0.17093893349928402,0.03492991655774358,0.11028109382305307,0.0590175061141317,0.1513545973051178,0.11029270296740779,0.08741688843748086,0.10757484548920981,0.03940896109599301,0.04818389530493128,0.12539640164068544,0.062081975410942736,0.019998581063347176,0.029555103576444863,0.12091895013939113,0.039404118626731766,0.025678074266815787,0.02018638464939637,0.0,0.014462960242080602,0.017417356774076076,0.04671596184747384,0.04853288918048704,0.09796937747381451,0.1126361176715388,0.04776314531439396,0.17735778232000776,0.10794779987452119,0.10483642959357153,0.14003833451842973,0.0375482536765096
printing pages with alignment.txt,0.10174164040657474,0.10954096598163765,0.11004321281146301,0.11295160399450077,0.04853838605674077,0.13642993792820202,0.1430719278779241,0.10576865514466505,0.10428286137739984,0.13517585624517503,0.10659817256966142,0.10839944868213813,0.1631032971321793,0.1455998989242021,0.1721135048669754,0.12012800846312333,0.1907051785181687,0.11724183301534297,0.10209865323300049,0.1401207916166417,0.15228027572576108,0.16531621725815804,0.1674450684924199,0.13367381548071533,0.14637603834844481,0.15532204207804412,0.16667156915013925,0.15789320170446142,0.19385255034778337,0.13366261078137198,0.15056842052773667,0.13833640401131186,0.1357316301792455,0.13001109844488268,0.06532378166915564,0.041422061304378976,0.1102532066138886,0.20704779812761853,0.1462764034481242,0.16310664548007536,0.043815277717805245,0.10566762301989174,0.07775811916037301,0.13856169355454562,0.10040054280857891,0.10623319867843384,0.09935793804367654,0.04817249885007391,0.053559934232314754,0.12994979346308022,0.05942709207580976,0.016385280678657632,0.029498927681639975,0.1450197557126771,0.04277446554405451,0.037038347251475257,0.029964705660392887,0.014462960242080602,0.0,0.00785592614725461,0.05774268323746057,0.05294284248239389,0.10249169716628914,0.10181242458189255,0.06236097093134618,0.1588401896001379,0.0971336310955827,0.10230316714945631,0.14410555591946728,0.04864040789119117
printing pages with indentation.txt,0.1003223382407854,0.1085223716269631,0.11009023825965236,0.11880767620550614,0.05481036744775869,0.14265256661797687,0.14465604741835314,0.10516249014717616,0.10961689776822858,0.13558314895363754,0.1059703119947113,0.10829035547003807,0.1566363680696592,0.1469626337802572,0.1643595482259652,0.11733328092541473,0.19236302136199646,0.12331733684139812,0.09719037256349161,0.13614710021810772,0.14525555460690787,0.16097224879046268,0.17313904247742995,0.129958955951043,0.14323491256231902,0.1551121601578801,0.16882845830090032,0.1525293707950156,0.18233454061674892,0.13261614421191403,0.14675261650172344,0.15121353877698607,0.13449064221848916,0.13166934425656507,0.07673579668560748,0.04793315121836983,0.11539663963723545,0.2127116552408933,0.1552650853390215,0.1716597234411955,0.048588506992633396,0.1058993042285703,0.08510947995368978,0.1395666314423829,0.10014542853774655,0.10593527798152425,0.09604950088428488,0.05520527158807076,0.05817191986502257,0.12518601014561936,0.05352822844100624,0.019152967300372414,0.029364768273669628,0.14687820145119224,0.05012810224205,0.0416406569876856,0.030604576450198984,0.017417356774076076,0.00785592614725461,0.0,0.06341506631716931,0.05945663273837265,0.10665214861393602,0.10038301937591632,0.06773480763562645,0.15346255905636852,0.09529798512926269,0.10614207327028857,0.1511549961066767,0.05458360859184519
printing range.txt,0.10170543666550358,0.1495759397340206,0.14447973707641149,0.14115052767223835,0.06087814213337617,0.15367373117230454,0.13537797646795668,0.10315087298810088,0.10812416792502899,0.13982870705285377,0.09838562796662698,0.10091004617761634,0.13156577812914094,0.1255263533015809,0.13132651428320363,0.1629003748557386,0.15055375240777447,0.10232048865728716,0.11607316418464564,0.12057464349330804,0.1408269198012323,0.1483729914052917,0.13324211300377287,0.10654368155388205,0.10378050795597127,0.10773599646223386,0.1239689101994147,0.13383258255378494,0.16991206053253172,0.12419387668985304,0.14636634375517832,0.129904427639976,0.11691485989526484,0.11102985760265371,0.06567453779038546,0.05693916967469703,0.10673038418291292,0.19282093479501905,0.1768082837815642,0.1738159077246756,0.05663664893129239,0.10903052669010183,0.06464698609881803,0.14177036685539102,0.10870536351591598,0.09927344177898612,0.13124654430187743,0.0598441075966446,0.04476339021016218,0.13086347027943512,0.10668634088231044,0.05601260049531598,0.06700459196532038,0.12926897877958887,0.04764944345737998,0.059653151243039826,0.044817821180685447,0.04671596184747384,0.05774268323746057,0.06341506631716931,0.0,0.07617714060090708,0.07503598439202697,0.10869521066508447,0.05820726461990133,0.22090354983748128,0.1003376519464827,0.10444071655979648,0.12258790642595341,0.07144461418331893
printing web pages.txt,0.12854633968857332,0.1223153245969747,0.09188666717730709,0.10307872762112891,0.05500783681545829,0.14554720053372627,0.16683123896876517,0.13420646585902507,0.11376426780935256,0.18268493382618634,0.1337886181409963,0.14021961410465755,0.16513459751911141,0.15472379788892743,0.17738602012091154,0.1414911235323656,0.18670794894171883,0.1293587373461237,0.11665923483078733,0.12809366777932285,0.15373579335778897,0.18634715499349175,0.18710210443800823,0.13968129152636344,0.14926265672311256,0.14247372062864594,0.1422949752060113,0.15449039529329378,0.18906903752178927,0.11668634030662106,0.13570101133598156,0.1409052304096986,0.14750321983901993,0.1285156004566833,0.07866515850992628,0.02020719416974237,0.11759052735749509,0.194384888646163,0.1866273674160971,0.20275025149943593,0.061672197387667715,0.14027653696172937,0.08746449321519201,0.1453468269226238,0.13985052533469988,0.11544514312655119,0.1328254917125652,0.05799576609131896,0.09552069654865236,0.16811048659317895,0.07470252838471814,0.049076462328727644,0.05171794814867281,0.14052851912565478,0.046381915098713256,0.04027305148192395,0.049443435008792336,0.04853288918048704,0.05294284248239389,0.05945663273837265,0.07617714060090708,0.0,0.11533459137647717,0.13655917140219087,0.0744346045181663,0.20415553103027173,0.1344656809583381,0.08751991452148256,0.11066924109270171,0.026914667323333363
reading a panel.txt,0.036232237258234545,0.09992198166919597,0.09781139010261808,0.10219914559768584,0.0796058773029511,0.1774022149451545,0.1132121488457758,0.04074300284943699,0.06181511008047047,0.12324382304289361,0.02937089134003923,0.030725529642871563,0.12770259052571165,0.1248167573253387,0.13753444546862093,0.157668106031277,0.16712030217149,0.10841099885539918,0.09456886446037482,0.09845074545292831,0.15229457874821395,0.12848328220696714,0.12122192761430894,0.09484101819989266,0.10665726370771578,0.1101587221926631,0.12986114602462318,0.1381704913817826,0.16945901802201546,0.0978129839043802,0.10459984542460221,0.09846192640495222,0.08927349171849053,0.09408546566915965,0.12783159775861586,0.1120165543806344,0.04472939322821479,0.1275610171694488,0.15466659112987535,0.10092476139762663,0.08558423605684295,0.07699444940369427,0.1113823562841717,0.10026146118069135,0.04593233517455342,0.11214921526656196,0.05901920929133786,0.07932812614078033,0.06398181032815109,0.06218757357253335,0.12413516647803258,0.08466684525372792,0.09643931660548266,0.1667401388726364,0.07034205189666964,0.08566206053346748,0.06592459673804141,0.09796937747381451,0.10249169716628914,0.10665214861393602,0.07503598439202697,0.11533459137647717,0.0,0.05126804508384919,0.08340768263700493,0.15521907229829957,0.044079137015548,0.05132481263661681,0.0854076348150532,0.11221813866437258
reordering panels.txt,0.04253878997591942,0.08157180180837109,0.071309909094329,0.0896124160243913,0.10608211181409355,0.17607413536908212,0.0955383770427547,0.036584417228472166,0.06866640645297695,0.1096755380455896,0.0337802414136642,0.02941021673579791,0.12116869213046022,0.12325217194804172,0.12490852066403368,0.12734862040593897,0.1739400143417642,0.11549648833799586,0.08219166969397429,0.09479364007160462,0.13461380801484146,0.10985492305749145,0.12561730915468827,0.09304925439486278,0.11190676555945311,0.11856973253025727,0.13592854533312237,0.13153194916396138,0.13249540852646302,0.09626564258836434,0.0964494105875281,0.1122129355795195,0.08161944600138049,0.09217771992058643,0.1367746725774216,0.13391917027271982,0.06039557669304885,0.15515077820242695,0.12131008768439333,0.10656473036486469,0.12180024607414874,0.05544677716606827,0.1275533429036152,0.07760941833163482,0.011444642690238704,0.11559370681141068,0.05068504879699476,0.10626469761307988,0.09947375922734847,0.06149684070866723,0.10445132823555558,0.09228269282896673,0.10326083755601279,0.17269341733351806,0.09977231270368214,0.10404703248534031,0.08089066935980271,0.1126361176715388,0.10181242458189255,0.10038301937591632,0.10869521066508447,0.13655917140219087,0.05126804508384919,0.0,0.11230277502177344,0.10430489301761381,0.013131089124625683,0.05478014935342945,0.11312646525609027,0.12609321085978054
table printing.txt,0.10373297876120335,0.13663129578209843,0.1349579434393613,0.14238901428272743,0.00841565714195025,0.08768491201020134,0.1471996615099307,0.10620610041218814,0.09018786800483258,0.14379080542643696,0.10117996106888205,0.10467583775506095,0.14150994905064673,0.10231819175656431,0.15270864559915265,0.1333698842278903,0.14300018004917692,0.11429132061875391,0.11164988642795093,0.11204657677662488,0.13508187205581224,0.1330326527082133,0.14973921800372114,0.11857060640630546,0.11665172586221995,0.11713758848534073,0.13510313346067737,0.13945270538312737,0.17290970052637822,0.11179775749043452,0.1336779234117822,0.12996180089745513,0.10940665185608489,0.09793989600957698,0.0873072934739969,0.054348054976789184,0.09338268338944078,0.18488336467597688,0.17719243705365206,0.14403678139647513,0.047481982493597474,0.11098413221643066,0.05191712410772653,0.13750171090830032,0.11263866955521706,0.08446126701870871,0.12803083611064736,0.012700616486051808,0.06663520594828631,0.12540752974259795,0.08844011570462063,0.05964622740205727,0.0673155674964252,0.13054427619327125,0.05144504881815404,0.04096239563238269,0.039688428358695016,0.04776314531439396,0.06236097093134618,0.06773480763562645,0.05820726461990133,0.0744346045181663,0.08340768263700493,0.11230277502177344,0.0,0.19862239218134303,0.10885815737503013,0.09499950011296032,0.12268657108672165,0.05008831807292369
unselecting panel.txt,0.08962871421648433,0.06924889933332967,0.09906181167459227,0.12080358929928947,0.1868304009152537,0.23425579942052432,0.18851859321199604,0.12198656562205257,0.1418121775564778,0.1875525629263255,0.0913970751525317,0.0958362122355837,0.24816538000726784,0.2538028600347305,0.2620560224910893,0.19814735786623627,0.31236134720550224,0.21486220893518881,0.15123048764736702,0.21400089485090668,0.2334821681245005,0.2405829369311029,0.291370634901421,0.2185285777810798,0.25006641854215206,0.25194049205465174,0.27202694149265183,0.239732176023555,0.2371480035245448,0.21583616267498795,0.22202866317300207,0.2531792338429394,0.21170660896658644,0.21312507339050046,0.2586676133608824,0.20631834164979412,0.1364235216919394,0.2625384296923132,0.16079211889413847,0.15585239024330366,0.19840027649259906,0.14220476058157927,0.2367639743320301,0.15462715221972312,0.09184788937446098,0.18796202120720917,0.04828100273864122,0.18557861518408725,0.17940776779238188,0.107325812929282,0.15989267571058496,0.17054671846096092,0.14213931689393744,0.2610164948428423,0.19363781202119779,0.16786294785966194,0.15950383415020752,0.17735778232000776,0.1588401896001379,0.15346255905636852,0.22090354983748128,0.20415553103027173,0.15521907229829957,0.10430489301761381,0.19862239218134303,0.0,0.10372063230310735,0.13942861636225456,0.21988688595395633,0.1896210978239773
verifying that nothing changes when you cancel.txt,0.04206810975124475,0.08864667646272206,0.08000596578643149,0.09004710053335863,0.10357799750632823,0.1732678615844867,0.08908407572838006,0.037227213020186944,0.06557973765119096,0.10958900214603218,0.029164311211099414,0.028336782034043217,0.12786443954690174,0.1262755119866089,0.1285799537320883,0.14337766802174767,0.17546784267866666,0.11853880352650614,0.08122733783393166,0.10053348387580496,0.1440925435289968,0.12227867297790751,0.12922107347537382,0.09577219891660838,0.11447539848024035,0.12391835359962433,0.13931550897118483,0.13677558641241083,0.14276847024441242,0.10498727696751486,0.10600894604450395,0.11237024985423227,0.09060388833889543,0.10172407902017744,0.13468667852671912,0.1307926888252764,0.05252395173628288,0.13549124856685457,0.12920560081956134,0.10685068553804666,0.11319352661619042,0.054647713536518205,0.12989129606935335,0.07749711903484346,0.008006050817778831,0.11828502685394904,0.04459332104211389,0.10422917353847383,0.09307264071558763,0.0625699464794528,0.10610551276542102,0.09000583319431987,0.10064882645889728,0.17325984227204994,0.09210372829211777,0.09919203782839481,0.07622038107491069,0.10794779987452119,0.0971336310955827,0.09529798512926269,0.1003376519464827,0.1344656809583381,0.044079137015548,0.013131089124625683,0.10885815737503013,0.10372063230310735,0.0,0.053752973747820953,0.10064819954984883,0.12706071957559462
What's Related links.txt,0.06235051294798344,0.08407053253212504,0.055367814262534565,0.07593277608930593,0.08363336386942,0.1478847695519362,0.0920608018325314,0.06746978474217669,0.06346372296061742,0.1297984896589568,0.05940713197482528,0.06066711008211301,0.1415140137170382,0.1219640859561788,0.15082700066781896,0.13247884767297502,0.19208104432094886,0.12123128020596252,0.09416580076276138,0.09659018737392822,0.1442371955494296,0.13706837838507635,0.1546122384509454,0.10737109934934375,0.13248578340457606,0.13026196886455355,0.13524213123463957,0.14862729654396756,0.1522997740395372,0.08603253024633628,0.08936623266344124,0.10012765006569158,0.09256216678041551,0.09168748160548967,0.13670603164774386,0.10766492443485054,0.05077194807884966,0.13691059642047354,0.1408102312276951,0.10763841892341419,0.09832258144091932,0.07055869218254895,0.11167747627474578,0.0711645390304706,0.058202126986748204,0.11346630742010899,0.06827937990328159,0.08641706381261638,0.11245086926171477,0.09498708572011572,0.09529183429401789,0.09010289523525605,0.09345488242477173,0.1822727789965326,0.08251139827452003,0.08621557730923579,0.07453794816257908,0.10483642959357153,0.10230316714945631,0.10614207327028857,0.10444071655979648,0.08751991452148256,0.05132481263661681,0.05478014935342945,0.09499950011296032,0.13942861636225456,0.053752973747820953,0.0,0.04486576014676824,0.10123926725475374
What's Related lists.txt,0.12409546857758635,0.15679888131736042,0.12146293321390333,0.11427965036671728,0.11540156224005294,0.17061236945080738,0.12251080803819026,0.1304747299661395,0.09390548697433665,0.15768998312703952,0.10876576728431231,0.11501821727713435,0.15474164945191238,0.1383736540961219,0.1738738375445168,0.1972538371860333,0.19489500167099472,0.14955344168500495,0.12565240785629295,0.1204128299837387,0.18842951244038886,0.1953803184157764,0.1920879157005032,0.13409016614146185,0.14289049523917707,0.1259534554275531,0.13350877463051403,0.16749493464792908,0.18057573429984264,0.11643236015014136,0.13924431324056163,0.11420372944321422,0.15500028690342527,0.1381031893064648,0.15665544454286173,0.129139779420543,0.07349588282826225,0.09402085310837671,0.20172487449928067,0.1714552461574539,0.11993351065158986,0.12056428032228927,0.14746329228880928,0.12267147845896875,0.11782436496986326,0.13776301923507916,0.1346764147853181,0.11862867654035147,0.14972361509606957,0.18318067234835667,0.14614450005482071,0.1320827280104636,0.13108531906071008,0.21102998246011073,0.10396053170973907,0.10527578421304762,0.11246744968285882,0.14003833451842973,0.14410555591946728,0.1511549961066767,0.12258790642595341,0.11066924109270171,0.0854076348150532,0.11312646525609027,0.12268657108672165,0.21988688595395633,0.10064819954984883,0.04486576014676824,0.0,0.1345702208185099
XML test page.txt,0.1155962633557227,0.11780664221275083,0.10504918139026964,0.12078194153468069,0.03756242486357764,0.1218800427761143,0.16447621352164643,0.1243830027964381,0.11545699664566433,0.17150631842204545,0.12412698166567648,0.1289714519552302,0.1424153680953223,0.13579609735428277,0.14932990229788423,0.12118209492813858,0.15392707791433935,0.10402406895388117,0.10755532373451882,0.1107483176427132,0.12123892609924569,0.15492441841978766,0.16454292714709973,0.1201380865761541,0.12033085132860555,0.12310669821893339,0.13127151397089365,0.12638649045999817,0.16815590197832908,0.10443624465890611,0.13212089529725835,0.15140003527823143,0.12629563589281223,0.11047657402054378,0.06857661888159716,0.013928316455035672,0.12280133053320597,0.21076636296603768,0.18198557936331627,0.20491063496504147,0.05833473099710851,0.134669441277935,0.07980928175134228,0.149762944391442,0.1297218091919099,0.10289371772347156,0.123712965800168,0.0392419795725949,0.08344364565464468,0.1471500239784138,0.0690844411548357,0.04512886064801924,0.0352194642773469,0.11337404608933455,0.0446396870655974,0.03306431626272088,0.037757538379276645,0.0375482536765096,0.04864040789119117,0.05458360859184519,0.07144461418331893,0.026914667323333363,0.11221813866437258,0.12609321085978054,0.05008831807292369,0.1896210978239773,0.12706071957559462,0.10123926725475374,0.1345702208185099,0.0
